,id,Numero_Aula,Bloque,Descripcion,Status,Fecha_Registro
205,1185b25b751c4a2eb24d47aecd2a4a4e,Patio,Patio,Asperiores placeat magni.,Inactivo,2012-03-15
206,9db8ac633dc34b68bd4b8b6488e1a433,B-102,B,Tempora dolores a ea sint.,Activo,2009-12-19
207,643d9f07aa474049a8ed5e641531d176,C-246,C,Eius ipsam sapiente eveniet.,Inactivo,2006-12-03
208,4ebc245e79a94955a9c783f1cf610bd9,Salon Interactivo,Salon Interactivo,Voluptates dolores facere praesentium dolor nulla illo.,Inactivo,2019-06-23
209,ab0ea1da924b4847ab70562ba4273468,B-130,B,Cum dolorum quod labore officiis tempore assumenda magni.,Inactivo,2020-12-23
210,eda2e78b8a6f42f7a2d0ef517a20a6b3,B-132,B,Beatae minus cupiditate dolores sint.,Inactivo,2012-05-12
211,9d4c8a77a5174211bc012e4e8a9af626,D-343,D,Velit vel voluptatibus ullam.,Inactivo,2011-02-01
212,9121fe615878471492d96538af2cb782,D-367,D,Ipsum necessitatibus voluptates adipisci omnis.,Activo,2015-12-31
213,ca46d5162ee4434281b0060841c64e11,C-282,C,Suscipit voluptatibus illo vel numquam.,Activo,2001-09-28
214,e75f1853ff2846b6864ad6cc8792158c,Patio,Patio,Rem ab quis quia inventore beatae ex.,Inactivo,2010-04-08
215,501c4fd5e76e4948a80f56446822693d,A-52,A,Molestiae perferendis officia beatae praesentium at perspiciatis.,Inactivo,2018-03-05
216,2c8383559bdf453c833f55b626a52d45,B-153,B,Itaque earum sint consectetur eaque quis vel.,Inactivo,2003-04-04
